order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,shipping_address,payment_method,status
179,169,50,41,167.51,5775.72,2022-08-29,797 Bay Way,Apple Pay,processing
180,728,657,3,447.92,6842.56,2020-07-10,2 Lakeland Parkway,PayPal,pending
181,560,874,93,466.78,6713.55,2020-02-04,35 Ohio Terrace,PayPal,pending
182,455,987,4,72.3,9501.54,2022-05-15,33385 Melby Center,PayPal,processing
183,729,445,36,500.55,1078.72,2020-12-24,6 Debs Court,PayPal,delivered
184,166,807,18,178.12,299.08,2020-12-01,12 Arapahoe Parkway,credit card,processing
185,777,178,37,220.73,3886.04,2021-09-04,221 Barnett Junction,credit card,processing
186,40,779,61,638.79,9338.37,2022-09-16,96996 Haas Trail,PayPal,pending
187,643,538,34,420.89,8486.77,2022-02-18,6 Russell Pass,Apple Pay,shipped
188,901,386,48,521.56,9478.99,2022-05-21,74 Duke Plaza,credit card,shipped
189,863,191,95,876.23,6198.52,2020-09-07,155 Moose Plaza,PayPal,pending
190,471,509,4,711.85,8155.79,2020-01-05,39 Bunker Hill Pass,Apple Pay,pending
191,824,110,48,816.9,7154.0,2021-08-22,6 Bobwhite Road,credit card,pending
192,703,626,52,989.43,1113.2,2020-02-01,557 Luster Pass,PayPal,shipped
193,581,780,80,47.19,3007.77,2022-10-21,46 Prairie Rose Park,PayPal,shipped
194,534,879,20,39.96,2721.39,2020-10-17,4994 Westridge Plaza,credit card,shipped
195,686,352,20,845.42,7559.64,2021-03-31,9 Declaration Junction,credit card,processing
196,702,77,41,750.83,1562.53,2022-08-20,2 Upham Junction,Apple Pay,processing
197,325,539,90,652.64,2290.08,2020-05-16,626 Esker Pass,PayPal,processing
198,853,123,12,328.27,5267.88,2021-08-09,03216 Porter Point,Apple Pay,processing
199,646,886,74,13.91,524.18,2022-06-07,17014 Southridge Street,Apple Pay,shipped
200,963,537,54,527.95,3549.99,2020-05-26,1684 Hauk Street,PayPal,pending
201,363,788,35,377.83,1811.32,2020-06-09,679 Quincy Point,Apple Pay,delivered
202,874,481,40,304.14,494.7,2022-10-05,2596 Independence Terrace,PayPal,pending
203,129,103,46,996.97,9686.7,2020-01-03,41 Sutteridge Point,PayPal,delivered
204,114,323,66,965.16,3978.5,2021-10-31,9311 Village Green Drive,Apple Pay,pending
205,124,32,97,130.41,488.07,2021-01-30,106 8th Parkway,PayPal,delivered
206,203,90,87,335.97,2996.82,2020-06-16,1 Fairview Trail,credit card,shipped
207,91,380,64,811.48,5276.39,2022-07-03,09338 Cherokee Road,Apple Pay,shipped
208,398,803,86,265.27,9796.45,2020-12-24,67046 Swallow Circle,credit card,shipped
209,18,878,61,105.83,7632.41,2021-05-07,909 Stuart Street,PayPal,pending
210,333,27,77,525.99,765.46,2021-12-21,39516 Calypso Avenue,credit card,pending
211,287,462,21,548.0,6321.05,2020-02-11,8358 Manufacturers Drive,PayPal,shipped
212,424,360,26,871.17,7159.65,2020-03-12,8046 Packers Place,Apple Pay,pending
213,759,229,69,796.51,5797.92,2022-04-18,5 Eagan Drive,Apple Pay,delivered
214,61,760,89,67.33,9931.99,2022-07-28,2 Parkside Court,credit card,shipped
215,763,674,24,108.49,8287.44,2021-03-01,79960 Dennis Center,Apple Pay,pending
216,733,786,26,52.86,2836.11,2021-05-08,26 Esch Trail,credit card,processing
217,736,960,60,753.93,8413.06,2021-07-27,201 Hanson Hill,PayPal,processing
218,94,679,58,291.98,1629.43,2021-12-29,89804 Stang Circle,Apple Pay,delivered
219,649,693,72,857.11,7036.94,2021-04-05,26750 Kim Trail,PayPal,pending
220,433,28,58,721.78,8494.56,2021-10-01,620 Stone Corner Crossing,credit card,processing
221,976,642,45,549.19,1627.87,2021-09-12,56 Randy Center,credit card,pending
222,877,811,53,260.23,6120.06,2021-08-31,23 American Pass,Apple Pay,shipped
223,762,819,62,421.59,2929.28,2022-12-08,6 Lien Lane,PayPal,pending
224,343,270,34,717.42,9315.1,2021-09-04,606 Loeprich Hill,Apple Pay,processing
225,74,629,98,631.68,2906.18,2020-12-24,260 Shasta Trail,PayPal,shipped
226,336,435,34,206.9,6388.0,2020-11-24,98 Cambridge Terrace,credit card,shipped
227,394,940,7,726.76,8711.85,2021-10-13,82 Browning Crossing,Apple Pay,shipped
228,106,390,84,669.46,7487.55,2021-04-03,8693 Monica Way,PayPal,processing
229,425,366,82,992.96,917.07,2020-12-06,129 Texas Junction,PayPal,delivered
230,119,258,76,929.03,9118.87,2021-04-25,018 Randy Parkway,Apple Pay,delivered
231,515,999,7,506.12,9143.59,2022-06-10,970 Transport Place,PayPal,shipped
232,887,614,76,45.82,5515.53,2020-06-26,4 Helena Trail,Apple Pay,processing
233,651,369,92,571.41,6584.66,2020-11-19,1 American Ash Hill,credit card,shipped
234,90,714,18,893.67,2652.95,2020-06-01,57 New Castle Alley,PayPal,shipped
235,895,44,75,441.01,3962.74,2021-05-15,01 Corscot Pass,credit card,pending
236,706,485,74,147.52,7429.87,2020-05-14,99 Esch Place,credit card,processing
237,741,281,45,279.16,8000.34,2021-08-31,92326 Pawling Drive,PayPal,pending
238,257,808,69,379.3,4571.82,2020-07-06,374 Hagan Junction,credit card,shipped
239,450,45,64,750.09,8525.4,2020-02-18,006 Calypso Road,Apple Pay,processing
240,957,172,84,306.66,1256.57,2021-12-12,6 Dayton Terrace,Apple Pay,pending
241,12,671,38,317.18,3279.88,2021-07-13,281 Buhler Court,Apple Pay,delivered
242,849,753,24,573.24,9790.73,2021-09-28,93 Emmet Point,credit card,shipped
243,990,816,37,365.72,8149.29,2020-06-18,5 Ridgeview Terrace,Apple Pay,delivered
244,616,855,77,143.67,2819.0,2020-09-13,6 Delladonna Road,Apple Pay,delivered
245,994,286,84,242.22,2556.98,2020-09-20,6644 Gale Junction,credit card,delivered
246,173,955,98,446.06,8087.61,2020-09-29,550 Maple Court,Apple Pay,pending
247,84,426,60,151.05,6804.7,2020-11-14,111 Saint Paul Crossing,Apple Pay,shipped
248,961,965,2,11.31,2294.87,2022-07-08,49 Sage Hill,credit card,delivered
249,682,497,45,240.05,3279.63,2020-06-22,93 Moose Hill,Apple Pay,pending
250,440,269,35,153.12,9611.21,2022-02-01,5 Dennis Court,PayPal,delivered
251,709,503,26,903.17,3626.23,2022-03-15,72 Sachtjen Trail,credit card,delivered
252,611,927,55,404.9,8700.08,2022-09-20,3638 Milwaukee Crossing,credit card,delivered
253,984,696,59,439.48,868.26,2021-08-31,8066 Mcguire Parkway,credit card,shipped
254,806,262,34,144.98,6953.68,2020-08-13,2 Sheridan Lane,credit card,shipped
255,161,274,93,840.98,7158.79,2022-01-01,22432 Texas Street,PayPal,shipped
256,117,443,46,369.89,7417.18,2022-08-15,8 Fremont Park,Apple Pay,processing
257,294,655,88,801.58,8373.93,2020-11-30,8 Drewry Pass,PayPal,shipped
258,520,149,93,254.27,4768.31,2021-04-12,91893 Kingsford Park,Apple Pay,shipped
259,973,94,95,270.65,3203.73,2020-08-17,4 Knutson Hill,credit card,processing
260,839,85,56,661.2,1695.43,2021-06-18,8 Almo Plaza,Apple Pay,pending
261,890,929,93,751.98,7791.59,2020-09-23,1181 Forest Run Junction,PayPal,processing
262,364,977,43,493.18,6822.06,2020-01-17,54 Crowley Avenue,Apple Pay,pending
263,550,876,60,397.93,7597.65,2021-11-24,06029 Fisk Avenue,PayPal,pending
264,805,184,83,98.15,4956.81,2021-08-24,4120 Helena Terrace,credit card,processing
265,390,703,36,473.82,1691.46,2020-09-06,52881 Oxford Road,credit card,shipped
266,353,890,85,753.88,1211.21,2020-05-16,6 Farragut Avenue,PayPal,pending
267,277,250,97,143.62,6893.3,2022-08-19,710 Washington Avenue,Apple Pay,delivered
268,153,662,44,595.31,3846.62,2022-08-19,2 Mitchell Crossing,PayPal,processing
269,3,824,85,296.66,7631.47,2021-07-08,6873 6th Place,credit card,delivered
270,14,305,7,243.54,6130.28,2020-08-08,1605 Moulton Crossing,credit card,delivered
271,585,607,46,980.23,7204.73,2020-01-14,5104 Armistice Alley,credit card,shipped
272,249,396,27,546.21,2575.54,2020-10-20,08079 Dunning Hill,credit card,processing
273,542,918,69,354.98,676.05,2022-06-13,1832 Bultman Way,credit card,delivered
274,28,451,88,785.5,9038.98,2021-04-18,00765 Becker Park,Apple Pay,delivered
275,620,38,71,924.6,9677.86,2021-01-01,48 Thierer Street,Apple Pay,delivered
276,974,496,78,324.85,8780.17,2021-09-04,030 Monterey Road,Apple Pay,delivered
277,498,728,52,662.78,6044.71,2022-04-22,9 Paget Alley,PayPal,pending
278,31,731,96,990.3,6839.73,2020-10-20,29530 Crownhardt Hill,PayPal,processing
279,395,459,92,514.84,3763.27,2021-05-06,47 Blaine Pass,credit card,delivered
280,576,923,90,618.75,4326.68,2021-01-04,42 Fallview Hill,credit card,shipped
281,634,11,21,382.4,8912.77,2021-11-29,4 Warbler Court,credit card,pending
282,467,171,45,874.39,5153.84,2021-09-30,8977 Schiller Plaza,Apple Pay,shipped
283,296,177,82,718.89,2480.71,2022-09-29,5524 Anhalt Lane,Apple Pay,shipped
284,235,319,32,368.6,1505.66,2020-01-22,5 Lindbergh Parkway,PayPal,delivered
285,302,227,20,729.13,8812.62,2020-07-17,541 Monterey Park,Apple Pay,shipped
286,132,930,53,887.54,5216.13,2020-04-07,87189 Hollow Ridge Terrace,credit card,pending
287,276,742,56,610.69,2038.91,2020-11-30,360 Helena Trail,Apple Pay,shipped
288,221,715,29,56.39,7047.13,2020-02-22,76764 Ruskin Road,PayPal,processing
289,600,897,82,767.94,2967.14,2021-01-23,52 Colorado Circle,credit card,shipped
290,846,64,82,408.51,2941.93,2021-05-08,537 Sloan Junction,Apple Pay,processing
291,242,59,7,627.54,7033.5,2021-07-16,40 Loomis Circle,PayPal,processing
292,83,702,87,263.35,9937.11,2021-08-04,1 Katie Way,credit card,pending
293,755,412,53,83.88,784.8,2021-05-31,2 Spaight Trail,Apple Pay,shipped
294,510,165,69,88.31,2373.34,2021-09-19,9 Evergreen Alley,Apple Pay,pending
295,838,131,95,673.55,8357.02,2022-09-06,998 Graceland Point,credit card,shipped
296,614,722,2,833.1,8149.1,2020-11-04,08471 Dunning Drive,Apple Pay,pending
297,965,617,93,635.8,4027.76,2020-08-17,790 Gulseth Lane,Apple Pay,delivered
298,420,804,17,93.49,409.61,2022-05-06,86 Lunder Hill,Apple Pay,processing
299,212,439,55,834.96,1095.93,2022-10-10,176 Glendale Way,credit card,pending
300,312,748,22,814.9,1418.89,2022-11-01,657 Corben Avenue,Apple Pay,delivered
301,410,102,29,886.61,1644.74,2021-12-18,08 Fordem Lane,Apple Pay,pending
302,523,621,47,590.78,8579.84,2021-12-22,87 Bowman Lane,credit card,processing
303,558,255,2,420.25,4621.31,2022-05-11,113 Green Ridge Avenue,PayPal,shipped
304,48,315,18,178.22,3607.66,2021-11-18,43 Monica Court,Apple Pay,pending
305,494,155,92,263.28,9260.34,2020-05-16,378 Manitowish Plaza,credit card,pending
306,882,353,42,636.82,4795.83,2022-04-09,04 Pierstorff Park,PayPal,shipped
307,8,314,78,863.96,8936.9,2021-07-02,4 Anniversary Lane,Apple Pay,shipped
308,330,789,66,902.7,7441.14,2020-01-08,7548 Schlimgen Terrace,PayPal,delivered
309,477,277,14,949.43,9890.45,2021-11-16,5126 Hooker Terrace,Apple Pay,delivered
310,997,4,57,187.43,1695.55,2022-04-30,2240 Bluestem Crossing,credit card,shipped
311,144,398,44,406.35,3953.42,2020-11-23,4095 Karstens Road,Apple Pay,processing
312,369,476,11,776.66,3646.43,2020-05-17,5037 Schlimgen Way,Apple Pay,pending
313,9,182,11,584.56,4309.85,2020-08-02,510 Butternut Junction,PayPal,shipped
314,794,853,57,542.57,5357.1,2020-08-10,55 Dahle Avenue,Apple Pay,delivered
315,102,348,14,47.37,5766.11,2022-12-08,5913 Knutson Pass,PayPal,pending
316,172,313,46,843.48,574.63,2021-12-16,32500 Atwood Crossing,Apple Pay,shipped
317,922,904,35,676.46,8061.44,2020-01-02,7190 Rusk Avenue,credit card,shipped
318,481,297,44,472.8,4980.47,2021-11-16,0743 Milwaukee Terrace,Apple Pay,shipped
319,25,913,70,767.82,7359.18,2021-01-06,0330 Birchwood Place,credit card,processing
320,909,325,10,173.27,4430.55,2022-02-28,0 Hudson Point,PayPal,processing
